ICD9Code,ShortDescription
7989,Open reduction of dislocation of other specified sites
7990,"Unspecified operation on bone injury, unspecified site"
8013,"Other arthrotomy, wrist"
8016,"Other arthrotomy, knee"
8017,"Other arthrotomy, ankle"
4551,Isolation of segment of small intestine
457,Open and other partial excision of large intestine
4594,Large-to-large intestinal anastomosis
4595,Anastomosis to anus
4614,Delayed opening of colostomy
4640,"Revision of intestinal stoma, not otherwise specified"
466,Fixation of intestine
4660,"Fixation of intestine, not otherwise specified"
4680,"Intra-abdominal manipulation of intestine, not otherwise specified"
480,Proctotomy
4824,Closed [ENDOSCOPIC] biopsy of rectum
4852,Open abdominoperineal resection of the rectum
4903,Excision of perianal skin tags
509,Other operations on liver
6693,Implantation or replacement of prosthesis of fallopian tube
6696,Dilation of fallopian tube
6769,Other repair of cervix
6823,Endometrial ablation
684,Total abdominal hysterectomy
688,Pelvic evisceration
9465,Drug detoxification
9548,Fitting of hearing aid
960,Nonoperative intubation of gastrointestinal and respiratory tracts
9616,Other vaginal dilation
97,Replacement and removal of therapeutic appliances
9702,Replacement of gastrostomy tube
9733,Removal of dental wiring
9738,Removal of sutures from head and neck
9759,Removal of other device from digestive system
9762,Removal of ureterostomy tube and ureteral catheter
9772,Removal of intrauterine pack
8027,"Arthroscopy, ankle"
803,Biopsy of joint structure
8037,"Biopsy of joint structure, ankle"
8080,"Other local excision or destruction of lesion of joint, unspecified site"
8085,"Other local excision or destruction of lesion of joint, hip"
8127,Metacarpophalangeal fusion
8131,Refusion of atlas-axis spine
8134,"Refusion of dorsal and dorsolumbar spine, anterior column, anterior technique"
8149,Other repair of ankle
815,Joint replacement of lower extremity
818,Arthroplasty and repair of shoulder and elbow
8183,Other repair of shoulder
8191,Arthrocentesis
5131,Anastomosis of gallbladder to hepatic ducts
5135,Other gallbladder anastomosis
5151,Exploration of common duct
5191,Repair of laceration of gallbladder
5283,Heterotransplant of pancreas
53,Repair of hernia
5300,"Unilateral repair of inguinal hernia, not otherwise specified"
5342,Laparoscopic repair of umbilical hernia with graft or prosthesis
5349,Other open umbilical herniorrhaphy
535,Repair of other hernia of anterior abdominal wall (without graft or prosthesis)
5464,Suture of peritoneum
696,Menstrual extraction or regulation
699,"""other operations on uterus, cervix, and supporting structures"""
6998,Other operations on supporting structures of uterus
7011,Hymenotomy
7024,Vaginal biopsy
7033,Excision or destruction of lesion of vagina
7054,Repair of cystocele with graft or prosthesis
7062,Vaginal reconstruction
7071,Suture of laceration of vagina
9816,Removal of intraluminal foreign body from uterus without incision
99,Other nonoperative procedures
9926,Injection of tranquilizer
9929,Injection or infusion of other therapeutic or prophylactic substance
9974,Therapeutic plateletpheresis
9992,Other acupuncture
9999,Other miscellaneous procedures
8204,Incision and drainage of palmar or thenar space
8234,Excision of muscle or fascia of hand for graft
8246,Suture of muscle or fascia of hand
827,Plastic operation on hand with graft or implant
8289,Other plastic operations on hand
830,"""incision of muscle, tendon, fascia, and bursa"""
8339,Excision of lesion of other soft tissue
8363,Rotator cuff repair
8407,Amputation through humerus
8429,Other reattachment of extremity
8461,"Insertion of partial spinal disc prosthesis, cervical"
8463,"Insertion of spinal disc prosthesis, thoracic"
8482,Insertion or replacement of pedicle-based dynamic stabilization device(s)
8484,Insertion or replacement of facet replacement device(s)
555,Complete nephrectomy
563,Diagnostic procedures on ureter
5633,Closed endoscopic biopsy of ureter
5635,Endoscopy (CYSTOSCOPY) (LOOPOSCOPY) of ileal conduit
5685,Ureteropexy
5718,Other suprapubic cystostomy
5749,Other transurethral excision or destruction of lesion or tissue of bladder
5795,Replacement of indwelling urinary catheter
5829,Other diagnostic procedures on urethra and periurethral tissue
584,Repair of urethra
592,Diagnostic procedures on perirenal and perivesical tissue
595,Retropubic urethral suspension
5972,Injection of implant into urethra and/or bladder neck
5999,Other operations on urinary system
6071,Percutaneous aspiration of seminal vesicle
7279,Other vacuum extraction
7309,Other artificial rupture of membranes
7359,Other manually assisted delivery
739,Other operations assisting delivery
8551,Unilateral injection into breast for augmentation
8576,"Gluteal artery perforator (GAP) flap, free"
8599,Other operations on the breast
8611,Closed biopsy of skin and subcutaneous tissue
8624,Chemosurgery of skin
8682,Facial rhytidectomy
8684,Relaxation of scar or web contracture of skin
8687,Fat graft of skin and subcutaneous tissue
8714,Contrast radiogram of orbit
8721,Contrast myelogram
8722,Other x-ray of cervical spine
611,Diagnostic procedures on scrotum and tunica vaginalis
619,Other operations on scrotum and tunica vaginalis
6301,"Biopsy of spermatic cord, epididymis, or vas deferens"
7499,Other cesarean section of unspecified type
752,Intrauterine transfusion
7535,Other diagnostic procedures on fetus and amnion
7561,Repair of current obstetric laceration of bladder and urethra
8743,"X-ray of ribs, sternum, and clavicle"
8763,Small bowel series
8774,Retrograde pyelogram
8783,Opaque dye contrast hysterosalpingogram
8814,Retroperitoneal fistulogram
8832,Contrast arthrogram
884,Arteriography using contrast material
8841,Arteriography of cerebral arteries
8842,Aortography
8845,Arteriography of renal arteries
886,Phlebography
8876,Diagnostic ultrasound of abdomen and retroperitoneum
8896,Other intraoperative magnetic resonance imaging
8909,"Consultation, not otherwise specified"
8915,Other nonoperative neurologic function tests
8923,Urethral sphincter electromyogram
8924,Uroflowmetry [UFR]
8944,Other cardiovascular stress test
8948,Artificial pacemaker voltage or amperage threshold check
8949,Automatic implantable cardioverter/defibrillator (AICD) check
897,General physical examination
903,"""microscopic examination of specimen from ear, nose, throat, and larynx"""
9065,"Microscopic examination of specimen from spleen and of bone marrow, toxicology"
9076,"Microscopic examination of specimen from lymph node and of lymph, cell block and papanicolaou smear"
9096,"Microscopic examination of specimen from lower gastrointestinal tract and of stool, cell block and papanicolaou smear"
9102,"Microscopic examination of specimen from liver, biliary tract, and pancreas, culture"
6442,Release of chordee
6443,Construction of penis
6496,Removal of internal prosthesis of penis
65,Operations on ovary
6554,Laparoscopic removal of remaining ovary
7663,Osteoplasty [OSTEOTOMY] of body of mandible
7679,Other open reduction of facial fracture
7719,"Other incision of bone without division, other bones"
7721,"Wedge osteotomy, scapula, clavicle, and thorax [ribs and sternum]"
7726,"Wedge osteotomy, patella"
7774,"Excision of bone for graft, carpals and metacarpals"
7779,"Excision of bone for graft, other bones"
7789,"Other partial ostectomy, other bones"
7811,"Application of external fixator device, scapula, clavicle, and thorax [ribs and sternum]"
7815,"Application of external fixator device, femur"
7816,"Application of external fixator device, patella"
7832,"Limb lengthening procedures, humerus"
7856,"Internal fixation of bone without fracture reduction, patella"
7887,"Diagnostic procedures on bone, not elsewhere classified, tibia and fibula"
7889,"Diagnostic procedures on bone, not elsewhere classified, other bones"
9112,"Microscopic examination of peritoneal and retroperitoneal specimen, culture"
9113,"Microscopic examination of peritoneal and retroperitoneal specimen, culture and sensitivity"
9114,"Microscopic examination of peritoneal and retroperitoneal specimen, parasitology"
9135,"Microscopic examination of specimen from bladder, urethra, prostate, seminal vesicle, perivesical tissue, and of urine and semen, toxicology"
9142,"Microscopic examination of specimen from female genital tract, culture"
920,Radioisotope scan and function study
9203,Renal scan and radioisotope function study
9209,Other radioisotope function studies
921,Other radioisotope scan
9305,Range of motion testing
9315,Mobilization of spine
9351,Application of plaster jacket
9391,Intermittent positive pressure breathing [IPPB]
9394,Respiratory medication administered by nebulizer
9421,Narcoanalysis
6564,Laparoscopic removal of remaining ovary and tube
6589,Other lysis of adhesions of ovary and fallopian tube
668,Insufflation of fallopian tube
6695,Insufflation of therapeutic agent into fallopian tubes
7909,"Closed reduction of fracture without internal fixation, other specified bone"
7941,"Closed reduction of separated epiphysis, humerus"
7986,Open reduction of dislocation of knee
8011,"Other arthrotomy, shoulder"
8021,"Arthroscopy, shoulder"
8022,"Arthroscopy, elbow"
8029,"Arthroscopy, other specified sites"
9439,Other individual psychotherapy
9635,Gastric gavage
9639,Other transanal enema
965,Other nonoperative irrigation and cleaning
9658,Irrigation of wound catheter
9672,Continuous invasive mechanical ventilation for 96 consecutive hours or more
675,Repair of internal cervical os
