HCPCSCode,ShortDescription
G9699,Long inhal bronchdil no pres
G9700,Pt is w/hosp during msmt per
G9701,Child anbx 30 prior dx estab
G9702,Pt use hosp during msmt per
G9703,Child anbx 30 prior dx phary
G9704,Ajcc br ca stg i: t1 mic/t1a
G9705,Ajcc br ca stg ib
G9706,Low recur prost ca
G9707,Pt had hosp dur msmt per
G9708,Bilat mast/hx bi /unilat mas
G9709,Hosp srv used pt in msmt per
G9710,Pt prov hosp srv msmt per
G9711,Pt hx tot col or colon ca
G9712,Doc med rsn presc anbx
G9713,Pt use hosp during msmt per
G9714,Pt is w/hosp during msmt per
G9715,Pt w/hosp anytime msmt per
G9716,"Bmi not norm, no follow, doc"
G9717,"Doc dx depr/dx bipol, no scr"
G9718,Hospice anytime msmt per
G9719,Pt not ambul/immob/wc
G9720,Hospice anytime msmt per
G9721,Pt not ambul/immob/wc
G9722,Doc hx renal fail or cr+ >4
G9723,Hosp recd by pt dur msmt per
G9724,Pt w/doc use anticoag mst yr
G9725,Pt w/hosp anytime msmt per
G9726,Refused to participate
G9727,"No knee intake prom, no prox"
G9728,Refused to participate
G9729,"No hip intake prom, no proxy"
G9730,Refused to participate
G9731,"No foot prom, no proxy"
G9732,Refused to participate
G9733,"No back intake prom, no prox"
G9734,Refused to participate
G9735,Pt no foto knee and no proxy
G9736,Refused to participate
G9737,"Pt no foto elbow, no proxy"
G9738,Refused to participate
G9739,"Pt no foto orth, no proxy"
G9740,Hosp srv to pt dur msmt per
G9741,Pt w/hosp anytime msmt per
G9742,Psych sympt assessed
G9743,"Psych symp not assessed, rns"
G9744,"Pt not elig, dx htn"
G9745,Doc rsn no scr high bp
G9746,"Mit sten, valve or trans af"
G9747,Pall dialysis with catheter
G9748,App transpl lvg kidney donor
G9749,Pall dialysis with catheter
G9750,App transpl lvg kidney donor
G9751,Pt died w/in 24 mos rpt time
G9752,Urgent surgery
G9753,"Doc no dicom, ct other fac"
G9754,Incid pulm nodule
G9755,Doc med rsn for imaging
G9756,Surg proc w/silicone oil
G9757,Surg proc w/silicone oil
G9758,Hospice or term phase
G9759,Hx preop post cap rup
G9760,Pt w/hosp anytime msmt per
G9761,Pt w/hosp anytime msmt per
G9762,Pt had hpv b/t 9-13 yr
G9763,Pt no hpv b/t 9-13 yr
G9764,Pt tx oral syst/bio med psor
G9765,Pt decl chan/conind or <6m
G9766,Cva stroke dx tx transf fac
G9767,Hosp new dx cva consid evst
G9768,Pt w/hosp anytime msmt per
G9769,Bn den 2yr/got ost med/ther
G9770,Perip nerve block
G9771,"Anes end, 1 temp >35.5(95.9)"
G9772,"Doc temp >35.5(95.9), anest"
G9773,"No temp >35.5(95.9), anes"
G9774,Pt had hyst
G9775,Recd 2 anti-emet pre/intraop
G9776,Doc med rsn no proph antiem
G9777,Pt no antiemet pre/intraop
G9778,Pts dx w/pregn
G9779,Pts breastfeeding
G9780,Pts dx w/rhabdomyolysis
G9781,Doc rsn no statin
G9782,Hx dx fam/pure hypercholes
G9783,"Doc dx dm, fast <70, no stat"
G9784,Path/derm 2nd opin bx
G9785,Path rpt snt path/derm in 7d
G9786,No path rpt sent in 7d
G9787,Pt alive lst day msmt yr
G9788,Most rct bp </= 140/90
G9789,"Record bp ip, er, urg/self"
G9790,Most rct bp >/= 140/90
G9791,Most rct tob stat free
G9792,Most rct tob stat not free
G9793,Pt on daily asa/antiplat
G9794,Doc med rsn no asa/antiplat
G9795,Pt no daily asa/antiplat
G9796,Pt not currently on statin
G9797,Pt currently on statin
G9798,D/c ami btw 7/1-6/30 mst per
G9799,Med disp evt indic hx asth
G9800,Pt id intol/alleg beta-block
G9801,Nonacut transf from inpt
G9802,Pt w/hosp anytime msmt per
G9803,Post d/c 180d tx beta-bl ami
G9804,No post d/c 180d tx bb ami
G9805,Pt w/hosp anytime msmt per
G9806,Pt recd cerv cyto/hpv
G9807,Pt no recd cerv cyto/hpv
G9808,Pt no asthm cont med mst per
G9809,Pt w/hosp anytime msmt per
G9810,Pdc 75% w/asth cont med
G9811,No pdc 75% w/asth cont med
G9812,Pt died during inpt/30d aft
G9813,Pt not died w/in 30d of proc
G9814,Death occ dur hospitaliz
G9815,No death occ dur hospitaliz
G9816,Death occ 30d post proc
G9817,No death occ 30d post proc
G9818,Doc sex activity
G9819,Pt w/hosp anytime msmt per
G9820,Doc chlam scr test w/follow
G9821,No doc chlam scr ts w/follow
G9822,Endo abl proc yr prev ind dt
G9823,Endo smpl/hyst bx res doc
G9824,Endo smpl/hyst bx res no doc
G9825,"Her-2 neg,undoc/unkn"
G9826,Transf pract aft init chemo
G9827,Her-2 targ ther no init tx
G9828,Her-2 targ ther dur init tx
G9829,Breast adj chemo admin
G9830,Her-2 pos
G9831,Ajcc stg brt ca dx ii or iii
G9832,"Brt ca dx i, no t1/t1a/t1b"
G9833,Transf pract aft init chemo
G9834,Pt met dis at dx
G9835,Trastuz given w/in 12 mos dx
G9836,Rsn no trast given doc
G9837,Trastuz not in 12 mos dx
G9838,Pt met dis at dx
G9839,Anti-egfr mon anti ther
G9840,Kras tst bfr beg anti moab
G9841,No kras tst bfr beg ant moab
G9842,Pt met dis at dx
G9843,Kras gene mut
G9844,Pt no recd anti-egfr ther
G9845,Pt recd anti-egfr ther
G9846,Pt died from cancer
G9847,Pt recd chemo last 14d life
G9848,Pt no chemo last 14d life
G9849,Pt died from cancer
G9850,1/more ed last 30d life
G9851,1/no ed visit last 30d life
G9852,Pt died from cancer
G9853,Icu stay last 30d life
G9854,No icu stay last 30d life
G9855,Pt died from cancer
G9856,Pt no hospice
G9857,Pt admit hospice
G9858,Pt enroll hospice
G9859,Pt died from cancer
G9860,Pt less 3d hospice
G9861,Pt more than 3d hospice
G9862,Doc rsn no 10 yr follow
H0028,Alcohol and/or drug preventi
H0029,Alcohol and/or drug preventi
H1005,Prenatalcare enhanced srv pk
J0129,Abatacept injection
J0210,Methyldopate HCl injection
J0221,Lumizyme injection
J0257,Glassia injection
J0270,Alprostadil for injection
J0275,Alprostadil urethral suppos
J0285,Amphotericin B
J0287,Amphotericin B lipid complex
J0288,Ampho B cholesteryl sulfate
J0289,Amphotericin B liposome inj
J0360,Hydralazine HCl injection
J0395,Arbutamine HCl injection
J0500,Dicyclomine injection
J0520,Bethanechol chloride inject
J0558,PenG benzathine/procaine inj
J0561,Penicillin g benzathine inj
J0570,Buprenorphine implant 74.2mg
J0571,Buprenorphine oral 1 mg
J0585,OnabotulinumtoxinA injection
J0586,AbobotulinumtoxinA
J0587,RimabotulinumtoxinB inj
J0588,IncobotulinumtoxinA
J0594,Busulfan injection
J0596,"Injection, ruconest"
J0717,Certolizumab pegol inj 1mg
J0725,Chorionic gonadotropin/1000u
J0760,Colchicine injection
J0775,"Collagenase, clost hist inj"
J0834,Cosyntropin Cortrosyn inj
J0840,Crotalidae poly immune fab
J0875,"Injection, dalbavancin"
J0881,"Darbepoetin alfa, non-ESRD"
J0882,"Darbepoetin alfa, ESRD use"
J0883,Argatroban nonesrd use 1mg
J0884,Argatroban esrd dialysis 1mg
J0885,"Epoetin alfa, non-ESRD"
J0887,Epoetin beta ESRD use
J0888,Epoetin beta non-ESRD
J0890,Peginesatide injection
J1130,Inj diclofenac sodium 0.5mg
J1200,Diphenhydramine HCl injectio
J1212,Dimethyl sulfoxide 50% 50 ml
J1230,Methadone injection
J1265,Dopamine injection
J1320,Amitriptyline injection
J1438,Etanercept injection
J1442,Inj filgrastim excl biosimil
J1459,Inj IVIG Privigen 500 mg
J1556,"Inj, imm glob bivigam, 500mg"
J1557,Gammaplex injection
J1559,Hizentra injection
J1561,Gamunex-C / Gammaked
J1562,"Vivaglobin, inj"
J1566,"Immune globulin, powder"
J1568,Octagam injection
J1571,Hepagam B IM injection
J1572,Flebogamma injection
J1573,"Hepagam B intravenous, inj"
J1590,Gatifloxacin injection
J1599,"IVIG non-lyophilized, NOS"
J1645,Dalteparin sodium
J1655,Tinzaparin sodium injection
J1745,Infliximab not biosimil 10mg
J1800,Propranolol injection
J1817,Insulin for insulin pump use
J1830,Interferon beta-1b / .25 mg
J1942,Aripiprazole lauroxil 1mg
J1990,Chlordiazepoxide injection
J2001,Lidocaine injection
J2010,Lincomycin injection
J2180,Meperidine/promethazine inj
J2182,"Injection, mepolizumab, 1mg"
J2370,Phenylephrine HCl injection
J2410,Oxymorphone HCl injection
J2440,Papaverine HCl injection
J2460,Oxytetracycline injection
J2469,Palonosetron HCl
J2504,"Pegademase bovine, 25 IU"
J2510,Penicillin G procaine inj
J2540,Penicillin G potassium inj
J2545,Pentamidine non-comp unit
J2550,Promethazine HCl injection
J2670,Tolazoline HCl injection
J2690,Procainamide HCl injection
J2724,Protein C concentrate
J2765,Metoclopramide HCl injection
J2786,"Injection, reslizumab, 1mg"
J2788,Rho D immune globulin 50 mcg
J2790,Rho D immune globulin inj
J2791,Rhophylac injection
J2792,"Rho(D) immune globulin h, SD"
J2820,Sargramostim injection
J2840,Inj sebelipase alfa 1 mg
J2950,Promazine HCl injection
J2995,Inj streptokinase /250000 IU
J3030,Sumatriptan succinate / 6 mg
J3230,Chlorpromazine HCl injection
J3246,Tirofiban HCl
J3250,Trimethobenzamide HCl inj
J3302,Triamcinolone diacetate inj
J3303,Triamcinolone hexacetond inj
J3355,"Urofollitropin, 75 IU"
J3357,"Ustekinumab sub cu inj, 1 mg"
J3364,Urokinase 5000 IU injection
J3365,"Urokinase 250,000 IU inj"
J3370,Vancomycin HCl injection
J3400,Triflupromazine HCl inj
J3410,Hydroxyzine HCl injection
J3411,Thiamine HCl 100 mg
J3415,Pyridoxine HCl 100 mg
J3420,Vitamin B12 injection
J3430,Vitamin K phytonadione inj
J3471,"Ovine, up to 999 USP units"
J3472,"Ovine, 1000 USP units"
J3473,Hyaluronidase recombinant
J3480,Inj potassium chloride
J3570,Laetrile amygdalin vit B-17
J7030,Normal saline solution infus
J7175,"Inj, factor x, (human), 1iu"
J7179,Vonvendi inj 1 iu vwf:rco
J7180,Factor XIII anti-hem factor
J7181,Factor XIII recomb A-subunit
J7182,Factor VIII recomb Novoeight
J7183,Wilate injection
J7185,Xyntha inj
J7186,Antihemophilic VIII/vWF comp
J7187,"Humate-P, inj"
J7188,Factor VIII recomb obizur
J7189,Factor VIIa
J7190,Factor VIII
J7191,Factor VIII (porcine)
J7192,Factor VIII recombinant NOS
J7193,Factor IX non-recombinant
J7194,Factor IX complex
J7195,Factor IX recombinant NOS
J7196,Antithrombin recombinant
J7197,Antithrombin III injection
J7198,Anti-inhibitor
J7200,Factor IX recomb RIXUBIS
J7201,Factor ix alprolix recomb
J7202,Factor ix idelvion inj
J7205,Factor VIII FC fusion recomb
J7207,Factor viii pegylated recomb
J7209,Factor viii nuwiq recomb 1iu
J7297,"Liletta, 52 mg"
J7298,"Mirena, 52 mg"
J7301,"Skyla, 13.5 mg"
J7308,Aminolevulinic acid HCl top
J7309,"Methyl aminolevulinate, top"
J7320,"Genvisc 850, inj, 1mg"
J7321,Hyalgan/Supartz inj per dose
J7322,Hymovis injection 1 mg
J7323,Euflexxa inj per dose
J7324,Orthovisc inj per dose
J7325,Synvisc or Synvisc-One
J7326,Gel-One
J7327,MONOVISC inj per dose
J7328,Gel-Syn injection 0.1 mg
J7340,Carbidopa levodopa ent 100ml
J7342,Ciprofloxacin otic susp 6 mg
J7505,Monoclonal antibodies
J7604,Acetylcysteine comp unit
J7605,Arformoterol non-comp unit
J7606,"Formoterol fumarate, inh"
J7607,Levalbuterol comp con
J7608,Acetylcysteine non-comp unit
J7609,Albuterol comp unit
J7610,Albuterol comp con
J7611,Albuterol non-comp con
J7612,Levalbuterol non-comp con
J7613,Albuterol non-comp unit
J7614,Levalbuterol non-comp unit
J7615,Levalbuterol comp unit
J7620,Albuterol ipratrop non-comp
J7622,Beclomethasone comp unit
J7624,Betamethasone comp unit
J7626,Budesonide non-comp unit
J7627,Budesonide comp unit
J7628,Bitolterol mesylate comp con
J7629,Bitolterol mesylate comp unt
J7631,Cromolyn sodium noncomp unit
J7632,Cromolyn sodium comp unit
J7633,Budesonide non-comp con
J7634,Budesonide comp con
J7635,Atropine comp con
J7636,Atropine comp unit
J7637,Dexamethasone comp con
J7638,Dexamethasone comp unit
J7639,Dornase alfa non-comp unit
J7640,Formoterol comp unit
J7641,Flunisolide comp unit
J7642,Glycopyrrolate comp con
J7643,Glycopyrrolate comp unit
J7644,Ipratropium bromide non-comp
J7645,Ipratropium bromide comp
J7647,Isoetharine comp con
J7648,Isoetharine non-comp con
J7649,Isoetharine non-comp unit
J7650,Isoetharine comp unit
J7657,Isoproterenol comp con
J7658,Isoproterenol non-comp con
J7659,Isoproterenol non-comp unit
J7660,Isoproterenol comp unit
J7668,Metaproterenol non-comp con
J7669,Metaproterenol non-comp unit
J7670,Metaproterenol comp unit
J7676,Pentamidine comp unit dose
J7680,Terbutaline sulf comp con
J7681,Terbutaline sulf comp unit
J7682,Tobramycin non-comp unit
J7683,Triamcinolone comp con
J7684,Triamcinolone comp unit
J7685,Tobramycin comp unit
J7686,"Treprostinil, non-comp unit"
J7699,Inhalation solution for DME
J7799,Non-inhalation drug for DME
J8499,Oral prescrip drug non chemo
J8670,"Rolapitant, oral, 1mg"
J8999,Oral prescription drug chemo
J9019,Erwinaze injection
J9031,BCG live intravesical vac
J9033,"Inj., treanda 1 mg"
J9034,"Inj., bendeka 1 mg"
J9145,"Injection, daratumumab 10 mg"
J9175,Elliotts B solution per ml
J9176,"Injection, elotuzumab, 1mg"
J9178,"Inj, epirubicin HCl, 2 mg"
J9205,Inj irinotecan liposome 1 mg
J9215,Interferon alfa-n3 inj
J9225,Vantas implant
J9226,Supprelin LA implant
J9295,"Injection, necitumumab, 1 mg"
J9325,Inj talimogene laherparepvec
J9352,Injection trabectedin 0.1mg
K0015,Detach non-adj ht armrst rep
K0019,"Arm pad repl, each"
K0037,Hi mount flip-up ftrest repl
K0039,Leg strap h style each
K0042,Standard size ftplate rep ea
K0043,Ftrst lowr exten tube rep ea
K0044,Ftrst upr hanger brac rep ea
K0045,Ftrst compl assembly repl ea
K0046,Elev lgrst lwr exten repl ea
K0047,Elev legrst upr hangr rep ea
K0050,Ratchet assembly replacement
K0051,Cam rel asm ft/legrst rep ea
K0052,Swingaway detach ftrest repl
K0069,Rr whl compl sol tire rep ea
K0070,Rr whl compl pne tire rep ea
K0071,Fr cstr comp pne tire rep ea
K0072,Fr cstr semi-pne tire rep ea
K0077,Fr cstr asmb sol tire rep ea
K0098,"Drive belt for pwc, repl"
K0105,IV hanger
K0455,Pump uninterrupted infusion
K0552,Sup/ext non-ins inf pump syr
K0669,Seat/back cus no DMEPDAC ver
K0733,12-24 hr sealed lead acid
K0800,POV group 1 std up to 300 lb
K0801,POV group 1 HD 301-450 lbs
K0802,POV group 1 VHD 451-600 lbs
K0806,POV group 2 std up to 300 lb
K0807,POV group 2 HD 301-450 lbs
K0808,POV group 2 VHD 451-600 lbs
K0899,Pow mobility dev no DME PDAC
L0190,Cerv collar supp adj cerv ba
L0455,TLSO flex trnk sj-T9 pre ots
L0457,TLSO flex trnk sj-ss pre ots
L0467,TLSO r fram soft pre ots
L0469,TLSO rig fram pelvic pre ots
L0641,LO rig pos pnl L1-L5 pre ots
L0642,LO sag ri an/pos pnl pre ots
L0643,LSO sag ctr rigi pos pre ots
L0648,LSO sag r an/pos pnl pre ots
L0649,LSO sc r pos/lat pnl pre ots
L0650,LSO sc r ant/pos pnl pre ots
L0982,Stocking sup grips 4 pre ots
L1210,Lateral thoracic extension
L1220,Anterior thoracic extension
L1230,Milwaukee type superstructur
L1240,Lumbar derotation pad
L1250,Anterior ASIS pad
L1260,Anterior thoracic derotation
L1270,Abdominal pad
L1280,Rib gusset (elastic) each
L1290,Lateral trochanteric pad
L1310,Postoperative body jacket
L1851,Ko single upright prefab ots
L1852,Ko double upright prefab ots
L1932,AFO rig ant tib prefab TCF
L2005,KAFO sng/dbl mechanical act
L2260,Reinforced solid stirrup
L2270,Varus/valgus strap pad/lined
L2350,Prosthetic typ socket molded
L2500,Thi/glut/ischia wgt bearing
L2510,Th/wght bear quad-lt brm mld
L2520,Th/wght bear quad-lt brm cst
L2525,Th/wght bear nar M-L brm mld
L2526,Th/wght bear nar M-L brm cst
L2530,Thigh/wght bear lacer nonmo
L2570,Hip clevis type 2 posit jnt
L2600,Hip Clevis/thrust bearing fr
L2610,Hip Clevis/thrust bearing lk
L3000,Ft insert UCB Berkeley shell
L3001,Foot insert rmv moldd Spenco
L3002,Foot insert Plastazote or eq
L3170,Foot plas heel stabi pre ots
L3340,Shoe wedge SACH
L3450,Shoe heel SACH cushion type
L3465,Shoe heel Thomas with wedge
L3470,"Thomas heel, xtnd to ball"
L3580,O shoe add instp Velcro clsr
L3595,Ortho shoe add March bar
L4070,Replace prox & dist upright
L4080,Repl met band KAFO-AFO prox
L4090,Repl met band KAFO-AFO calf/
L4100,Repl leath cuff KAFO prox th
L4110,Repl leath cuff KAFO-AFO cal
L5050,Ank Symes mold sckt SACH ft
L5060,Symes mtl frm lth sckt artc
L5100,Molded socket shin SACH foot
L5105,Plast socket jts/thgh lacer
L5150,Mold sckt ext knee shin SACH
L5160,Mold socket bent knee shin s
L5200,Kne sing axis fric shin SACH
L5230,Fem focal defic constant fri
L5250,Hip Canadian type SACH foot
L5270,Tilt table locking hip sing
L5280,Hemipelvectomy Canadian typ
L5301,BK mold socket SACH ft endo
L5312,"Knee disart, SACH ft, endo"
L5321,AK open end SACH
L5331,Hip disart Canadian SACH ft
L5341,Hemipelvectomy Canadian SACH
L5420,Postop dsg & 1 cast chg AK/d
L5500,Init BK PTB plaster direct
L5505,Init AK ischial plstr direct
L5510,Prep BK PTB plaster molded
L5520,Prep BK PTB thermopls direct
L5530,Prep BK PTB thermopls molded
L5535,Prep BK PTB open end socket
L5540,Prep BK PTB laminated socket
L5560,Prep AK ischial plast molded
L5570,Prep AK ischial direct form
L5580,Prep AK ischial thermo mold
L5585,Prep AK ischial open end
L5590,Prep AK ischial laminated
L5595,Hip disartic SACH thermopls
L5600,Hip disart SACH laminat mold
L5618,Test socket Symes
L5630,Symes typ expandbl wall sckt
L5632,Symes type PTB brim design s
L5634,Symes type poster opening so
L5636,Symes type medial opening so
L5649,Isch containmt/narrow M-L so
L5654,Socket insert Symes
L5655,Socket insert below knee
L5656,Socket insert knee articulat
L5658,Socket insert above knee
L5661,Multi-durometer Symes
L5668,BK molded distal cushion
L5670,BK molded supracondylar susp
L5698,"AK/knee dsrtc, Silesian bndg"
L5703,Symes ankle w/o (SACH) foot
L5726,Knee-shin ext jnts fld swg e
L5970,Foot external keel SACH foot
L5971,"SACH foot, replacement"
L5976,Energy storing foot
L5986,Multi-axial rotation unit
L6580,Wrist/elbow Bowden cable mol
L6582,Wrist/elbow Bowden cbl dir f
L6584,Elbow fair lead cable molded
L6586,Elbow fair lead cable dir fo
L6588,Shdr fair lead cable molded
L6590,Shdr fair lead cable direct
L6628,Quick disconn hook adapter o
L6629,Lamination collar w/ couplin
L6665,Teflon or equal cable lining
L6675,Harness figure of 8 sing con
L6676,Harness figure of 8 dual con
L6920,Wrist disarticul switch ctrl
L6925,Wrist disart myoelectronic c
L6930,Below elbow switch control
L6935,Below elbow myoelectronic ct
L6940,Elbow disarticulation switch
L6945,Elbow disart myoelectronic c
L6950,Above elbow switch control
L6955,Above elbow myoelectronic ct
L6960,Shldr disartic switch contro
L6965,Shldr disartic myoelectronic
L6970,Interscapular-thor switch ct
L6975,Interscap-thor myoelectronic
L7170,Electronic elbow Hosmer swit
L9900,O&P supply/accessory/service
M0300,IV chelation therapy
P3000,Screen Pap by tech w MD supv
P3001,Screening Pap smear by phys
P9051,"Blood, l/r, CMV-neg"
P9052,"Platelets, HLA-m, l/r, unit"
P9053,"Plt, pher, l/r CMV-neg, irr"
P9055,"Plt, aph/pher, l/r, CMV-neg"
P9058,"RBC, l/r, CMV-neg, irrad"
P9072,Plate path red/rapid bac tes
P9603,One-way allow prorated miles
P9604,One-way allow prorated trip
P9615,Urine specimen collect mult
Q0091,Obtaining screen Pap smear
Q0092,Set up port Xray equipment
Q0112,Potassium hydroxide preps
Q0138,"Ferumoxytol, non-ESRD"
Q0139,"Ferumoxytol, ESRD use"
Q0161,Chlorpromazine HCl 5 mg oral
Q0162,Ondansetron oral
Q0163,Diphenhydramine HCl 50mg
Q0164,Prochlorperazine maleate 5mg
Q0166,Granisetron HCl 1 mg oral
Q0167,Dronabinol 2.5mg oral
Q0169,Promethazine HCl 12.5mg oral
Q0173,Trimethobenzamide HCl 250mg
Q0174,Thiethylperazine maleate10mg
Q0175,Perphenazine 4mg oral
Q0177,Hydroxyzine pamoate 25mg
Q0180,Dolasetron mesylate oral
Q0181,Unspecified oral antiemetic
