ICD9Code,ShortDescription
29663,"Bipolar I disorder, most recent episode (or current) mixed, severe, without mention of psychotic behavior"
29910,"Childhood disintegrative disorder, current or active state"
30000,"Anxiety state, unspecified"
30089,Other somatoform disorders
3022,Pedophilia
30272,Psychosexual dysfunction with inhibited sexual excitement
30421,"Cocaine dependence, continuous"
30440,"Amphetamine and other psychostimulant dependence, unspecified"
3046,Other specified drug dependence
3049,Unspecified drug dependence
30523,"Cannabis abuse, in remission"
30650,"Psychogenic genitourinary malfunction, unspecified"
30651,Psychogenic vaginismus
30652,Psychogenic dysmenorrhea
30659,Other genitourinary malfunction arising from mental factors
E8782,"Surgical operation with anastomosis, bypass, or graft, with natural or artificial tissues used as implant causing abnormal patient reaction, or later complication, without mention of misadventure at time of operation"
E8843,Accidental fall from wheelchair
E8852,Fall from skateboard
E888,Other and unspecified fall
E8900,Explosion caused by conflagration in private dwelling
E896,Accident caused by controlled fire in other and unspecified building or structure
E899,Accident caused by unspecified fire
E901,Accidents due to excessive cold
E9043,"Accident due to exposure (to weather conditions), not elsewhere classifiable"
E9098,Other cataclysmic earth surface movements and eruptions
E9190,Accidents caused by agricultural machines
E9218,Accident caused by explosion of other specified pressure vessels
E9224,Accident caused by air gun
E9230,Accident caused by fireworks
E9252,"Accident caused by industrial wiring, appliances, and electrical machinery"
E9279,Unspecified overexertion and strenuous and repetitive movements or loads
E9347,Natural blood and blood products causing adverse effects in therapeutic use
E9348,Other agents affecting blood constituents causing adverse effects in therapeutic use
E935,Analgesics antipyretics and antirheumatics causing adverse effects in therapeutic use
E9354,"Aromatic analgesics, not elsewhere classified, causing adverse effects in therapeutic use"
E9386,Peripheral nerve- and plexus-blocking anesthetics causing adverse effects in therapeutic use
E9390,Antidepressants causing adverse effects in therapeutic use
E9398,Other psychotropic agents causing adverse effects in therapeutic use
E9409,Unspecified central nervous system stimulant causing adverse effects in therapeutic use
E944,Water mineral and uric acid metabolism drugs causing adverse effects in therapeutic use
E9446,"Other mineral salts, not elsewhere classified, causing adverse effects in therapeutic use"
E9481,Typhoid and paratyphoid vaccines causing adverse effects in therapeutic use
E9496,Other and unspecified viral and rickettsial vaccines causing adverse effects in therapeutic use
E9587,"Suicide and self-inflicted injury by caustic substances, except poisoning"
E9650,Assault by handgun
E9670,"Perpetrator of child and adult abuse, by father, stepfather, or boyfriend"
E9672,"Perpetrator of child and adult abuse, by mother, stepmother, or girlfriend"
E9673,"Perpetrator of child and adult abuse, by spouse or partner"
E9674,"Perpetrator of child and adult abuse, by child"
E9801,"Poisoning by barbiturates, undetermined whether accidentally or purposely inflicted"
E9811,"Poisoning by liquefied petroleum gas distributed in mobile containers, undetermined whether accidentally or purposely inflicted"
E8505,Accidental poisoning by pyrazole derivatives
E8521,Accidental poisoning by paraldehyde
E8539,Accidental poisoning by unspecified tranquilizer
E8548,Accidental poisoning by other psychotropic agents
E8732,Overdose of radiation in therapy
E874,Mechanical failure of instrument or apparatus during procedure
E8740,Mechanical failure of instrument or apparatus during surgical operation
E8749,Mechanical failure of instrument or apparatus during unspecified procedure
E8842,Accidental fall from chair
E885,Accidental fall on same level from slipping tripping or stumbling
E8910,Explosion caused by conflagration in other and unspecified building or structure
E9041,Accident due to lack of food
E9056,Venomous marine animals and plants causing poisoning and toxic reactions
E9060,Dog bite
E9080,Hurricane
E9132,Accidental mechanical suffocation due to lack of air (in closed place)
E9201,Accidents caused by other powered hand tools
E9208,Accidents caused by other specified cutting and piercing instruments or objects
E921,Accident caused by explosion of pressure vessel
E9240,"Accident caused by hot liquids and vapors, including steam"
E9280,Prolonged stay in weightless environment
E9309,Unspecified antibiotic causing adverse effects in therapeutic use
E9313,Quinoline and hydroxyquinoline derivatives causing adverse effects in therapeutic use
E9316,Anthelmintics causing adverse effects in therapeutic use
E9336,Oral bisphosphonates
E9339,Unspecified systemic agent causing adverse effects in therapeutic use
E9345,Anticoagulant antagonists and other coagulants causing adverse effects in therapeutic use
E9350,Heroin causing adverse effects in therapeutic use
E9371,Chloral hydrate group causing adverse effects in therapeutic use
E9375,Glutethimide group causing adverse effects in therapeutic use
E939,Psychotropic agents causing adverse effects in therapeutic use
E9413,Sympatholytics [ANTIADRENERGICS] causing adverse effects in therapeutic use
E9427,"Antivaricose drugs, including sclerosing agents, causing adverse effects in therapeutic use"
E9438,Other specified agents primarily affecting the gastro-intestinal system causing adverse effects in therapeutic use
E9455,Expectorants causing adverse effects in therapeutic use
E9463,"Emollients, demulcents, and protectants causing adverse effects in therapeutic use"
E9483,Plague vaccine causing adverse effects in therapeutic use
V310,Twin birth mate liveborn born in hospital
V312,"Twin birth, mate liveborn, born outside hospital and not hospitalized"
V342,"Other multiple birth (three or more), mates all liveborn, born outside hospital and not hospitalized"
V3601,"Other multiple birth (three or more), mates liveborn and stillborn, born in hospital, delivered without mention of cesarean section"
V416,Problems with swallowing and mastication
V430,Eye globe replaced by other means
V436,Joint replaced by other means
V4501,Cardiac pacemaker in situ
V4561,Cataract extraction status
V4613,Encounter for weaning from respirator [VENTILATOR]
V473,Other digestive problems
V4961,Thumb amputation status
V523,Fitting and adjustment of dental prosthetic device
V524,Fitting and adjustment of breast prosthesis and implant
V53,Fitting and adjustment of other device
V54,Other orthopedic aftercare
V5422,Aftercare for healing pathologic fracture of lower arm
V550,Attention to tracheostomy
V559,Attention to unspecified artificial opening
V585,Orthodontics aftercare
V586,Long-term (CURRENT) drug use
V587,Aftercare following surgery to specified body systems not elsewhere classified
V593,Bone marrow donors
V597,Egg (OOCYTE) (OVUM) donors
V5972,"Egg (OOCYTE) (OVUM) donor, under age 35, designated recipient"
V60,Housing household and economic circumstances
V603,Person living alone
V6104,Family disruption due to parent-child estrangement
V6125,Counseling for parent (GUARDIAN)-foster child problem
